Round,Accuracy,Loss,Precision,Recall,F1-Score,Communication_Cost,Class_0_Accuracy,Class_1_Accuracy,Class_2_Accuracy,Class_3_Accuracy,Class_4_Accuracy,Class_5_Accuracy,Class_6_Accuracy,Class_7_Accuracy,Confusion_Matrix
84,80.60747664,0.497954198,0.778089062,0.803451623,0.772650457,1466598536,88.52459016,97.43589744,63.87096774,38.27586207,90.98360656,71.32867133,94.89489489,97.44680851,"[[108, 1, 0, 3, 6, 4, 0, 0], [6, 304, 0, 1, 0, 0, 1, 0], [2, 0, 99, 7, 27, 4, 5, 11], [64, 1, 3, 111, 18, 78, 15, 0], [6, 0, 1, 4, 111, 0, 0, 0], [16, 0, 1, 24, 0, 102, 0, 0], [2, 7, 0, 6, 1, 1, 316, 0], [0, 0, 6, 0, 0, 0, 0, 229]]"
85,79.61448598,0.511698767,0.78610482,0.804817222,0.758598537,1483108088,78.68852459,98.3974359,65.80645161,23.44827586,94.26229508,90.90909091,94.89489489,97.44680851,"[[96, 1, 0, 2, 10, 13, 0, 0], [3, 307, 0, 1, 0, 0, 1, 0], [1, 0, 102, 1, 29, 7, 6, 9], [34, 1, 5, 68, 33, 131, 18, 0], [4, 0, 1, 2, 115, 0, 0, 0], [6, 0, 1, 6, 0, 130, 0, 0], [1, 9, 0, 3, 3, 1, 316, 0], [0, 0, 6, 0, 0, 0, 0, 229]]"
86,81.54205607,0.472420628,0.792994656,0.811669808,0.788853124,1498241844,73.7704918,99.03846154,71.61290323,41.03448276,92.62295082,81.81818182,93.69369369,95.74468085,"[[90, 1, 0, 11, 9, 11, 0, 0], [1, 309, 0, 1, 0, 0, 1, 0], [0, 0, 111, 6, 22, 4, 6, 6], [18, 2, 8, 119, 27, 101, 15, 0], [3, 0, 2, 4, 113, 0, 0, 0], [2, 0, 1, 23, 0, 117, 0, 0], [1, 13, 0, 4, 2, 1, 312, 0], [0, 0, 10, 0, 0, 0, 0, 225]]"
87,79.84813084,0.499101961,0.778437702,0.806542991,0.767668054,1514751396,83.60655738,98.07692308,69.03225806,30,89.3442623,87.41258741,91.59159159,96.17021277,"[[102, 1, 0, 4, 7, 8, 0, 0], [4, 306, 0, 1, 0, 0, 1, 0], [2, 0, 107, 5, 22, 7, 5, 7], [50, 2, 5, 87, 17, 117, 12, 0], [6, 0, 3, 4, 109, 0, 0, 0], [9, 0, 1, 8, 0, 125, 0, 0], [1, 18, 0, 6, 2, 1, 305, 0], [0, 0, 9, 0, 0, 0, 0, 226]]"
88,79.38084112,0.509239051,0.77536387,0.802727418,0.757745231,1528509356,84.42622951,97.75641026,69.67741935,24.82758621,90.16393443,84.61538462,93.69369369,97.0212766,"[[103, 1, 0, 3, 8, 7, 0, 0], [5, 305, 0, 1, 0, 0, 1, 0], [2, 0, 108, 3, 22, 7, 5, 8], [62, 1, 6, 72, 19, 113, 17, 0], [6, 0, 3, 3, 110, 0, 0, 0], [15, 0, 1, 6, 0, 121, 0, 0], [1, 14, 0, 3, 2, 1, 312, 0], [0, 0, 7, 0, 0, 0, 0, 228]]"
89,81.83411215,0.46986564,0.798262004,0.805379687,0.790626121,1543643112,62.29508197,97.11538462,75.48387097,45.51724138,86.8852459,84.61538462,95.7957958,96.59574468,"[[76, 1, 1, 19, 10, 15, 0, 0], [6, 303, 0, 1, 0, 0, 2, 0], [0, 0, 117, 6, 13, 6, 6, 7], [13, 1, 5, 132, 19, 104, 16, 0], [1, 0, 6, 9, 106, 0, 0, 0], [2, 0, 1, 19, 0, 121, 0, 0], [0, 5, 0, 7, 1, 1, 319, 0], [0, 0, 8, 0, 0, 0, 0, 227]]"
90,77.97897196,0.530301469,0.762831889,0.752162667,0.719894613,1561528460,19.67213115,95.83333333,71.61290323,37.24137931,93.44262295,90.20979021,96.6966967,97.0212766,"[[24, 1, 0, 42, 19, 36, 0, 0], [7, 299, 0, 1, 1, 0, 4, 0], [0, 0, 111, 2, 22, 7, 6, 7], [3, 0, 6, 108, 32, 124, 17, 0], [0, 0, 3, 4, 114, 1, 0, 0], [0, 0, 1, 13, 0, 129, 0, 0], [0, 1, 0, 6, 3, 1, 322, 0], [0, 0, 7, 0, 0, 0, 0, 228]]"
91,75.17523364,0.582526334,0.769202773,0.73842918,0.687405884,1576662216,25.40983607,95.83333333,68.38709677,14.13793103,95.90163934,95.8041958,99.0990991,96.17021277,"[[31, 1, 0, 5, 22, 62, 1, 0], [5, 299, 0, 1, 1, 0, 6, 0], [0, 0, 106, 1, 23, 8, 10, 7], [3, 1, 5, 41, 33, 154, 53, 0], [1, 0, 2, 1, 117, 1, 0, 0], [0, 0, 1, 4, 0, 137, 1, 0], [0, 0, 0, 1, 1, 1, 330, 0], [0, 0, 9, 0, 0, 0, 0, 226]]"
92,77.04439252,0.543052568,0.764895417,0.739791759,0.707541142,1591795972,16.39344262,96.47435897,72.25806452,32.06896552,90.98360656,88.81118881,99.0990991,95.74468085,"[[20, 1, 0, 39, 17, 44, 1, 0], [3, 301, 0, 2, 0, 0, 6, 0], [0, 0, 112, 5, 15, 6, 11, 6], [2, 1, 5, 93, 23, 119, 47, 0], [0, 0, 4, 7, 111, 0, 0, 0], [0, 0, 1, 14, 0, 127, 1, 0], [0, 0, 0, 1, 1, 1, 330, 0], [0, 0, 10, 0, 0, 0, 0, 225]]"
93,79.43925234,0.486086449,0.779923873,0.762982274,0.746586692,1609681320,31.14754098,97.11538462,67.74193548,45.17241379,92.62295082,82.51748252,97.8978979,96.17021277,"[[38, 1, 0, 45, 15, 22, 1, 0], [6, 303, 0, 1, 0, 0, 2, 0], [0, 0, 105, 8, 21, 4, 10, 7], [3, 1, 4, 131, 24, 100, 27, 0], [1, 0, 2, 6, 113, 0, 0, 0], [0, 0, 1, 23, 0, 118, 1, 0], [0, 2, 0, 3, 1, 1, 326, 0], [0, 0, 9, 0, 0, 0, 0, 226]]"
94,82.00934579,0.470297733,0.796707894,0.805196884,0.789418566,1627566668,72.95081967,97.43589744,61.29032258,51.03448276,95.90163934,72.72727273,95.7957958,97.0212766,"[[89, 1, 0, 15, 12, 5, 0, 0], [6, 304, 0, 1, 0, 0, 1, 0], [0, 0, 95, 8, 32, 4, 9, 7], [18, 1, 2, 148, 30, 73, 18, 0], [2, 0, 0, 3, 117, 0, 0, 0], [2, 0, 1, 36, 0, 104, 0, 0], [1, 7, 0, 4, 1, 1, 319, 0], [0, 0, 7, 0, 0, 0, 0, 228]]"
95,81.95093458,0.451350561,0.802546327,0.776467535,0.77224417,1642700424,73.7704918,97.43589744,68.38709677,74.13793103,91.80327869,25.17482517,94.29429429,96.17021277,"[[90, 1, 0, 20, 11, 0, 0, 0], [6, 304, 0, 1, 0, 0, 1, 0], [0, 0, 106, 15, 23, 0, 4, 7], [19, 1, 3, 215, 25, 18, 9, 0], [2, 0, 2, 6, 112, 0, 0, 0], [2, 0, 1, 104, 0, 36, 0, 0], [1, 8, 0, 9, 1, 0, 314, 0], [0, 0, 9, 0, 0, 0, 0, 226]]"
96,82.88551402,0.435284791,0.810790868,0.790008484,0.793653509,1663337364,70.49180328,97.43589744,76.77419355,73.79310345,86.8852459,37.06293706,93.39339339,96.17021277,"[[86, 1, 0, 26, 9, 0, 0, 0], [6, 304, 0, 1, 0, 0, 1, 0], [0, 0, 119, 14, 12, 1, 2, 7], [15, 1, 5, 214, 17, 29, 9, 0], [2, 0, 6, 8, 106, 0, 0, 0], [1, 0, 1, 88, 0, 53, 0, 0], [1, 7, 0, 13, 1, 0, 311, 0], [0, 0, 9, 0, 0, 0, 0, 226]]"
97,81.30841121,0.45406675,0.787781297,0.819079904,0.783696072,1679846916,84.42622951,97.11538462,78.70967742,33.10344828,83.60655738,87.41258741,94.29429429,96.59574468,"[[103, 1, 0, 4, 7, 7, 0, 0], [6, 303, 0, 1, 0, 0, 2, 0], [1, 0, 122, 6, 11, 7, 1, 7], [50, 1, 8, 96, 16, 110, 9, 0], [4, 0, 11, 4, 102, 1, 0, 0], [7, 0, 1, 10, 0, 125, 0, 0], [3, 7, 0, 7, 1, 1, 314, 0], [0, 0, 8, 0, 0, 0, 0, 227]]"
98,80.60747664,0.47332081,0.796384514,0.819499377,0.772028771,1699108060,83.60655738,97.75641026,78.06451613,22.06896552,87.70491803,93.70629371,96.0960961,96.59574468,"[[102, 1, 0, 2, 7, 10, 0, 0], [4, 305, 0, 1, 0, 0, 2, 0], [2, 0, 121, 3, 12, 8, 2, 7], [49, 1, 6, 64, 18, 139, 13, 0], [4, 0, 6, 3, 107, 2, 0, 0], [7, 0, 1, 1, 0, 134, 0, 0], [2, 6, 0, 3, 1, 1, 320, 0], [0, 0, 8, 0, 0, 0, 0, 227]]"
99,81.13317757,0.46059861,0.795958466,0.822001279,0.778850858,1712866020,86.06557377,96.79487179,71.61290323,28.27586207,92.62295082,88.81118881,96.3963964,97.0212766,"[[105, 1, 0, 4, 7, 5, 0, 0], [6, 302, 0, 1, 0, 0, 3, 0], [1, 0, 111, 3, 20, 7, 6, 7], [49, 1, 4, 82, 22, 116, 16, 0], [5, 0, 2, 2, 113, 0, 0, 0], [10, 0, 1, 5, 0, 127, 0, 0], [2, 6, 0, 2, 1, 1, 321, 0], [0, 0, 7, 0, 0, 0, 0, 228]]"
100,83.76168224,0.425420903,0.80712202,0.822816134,0.810978862,1727999776,84.42622951,97.11538462,72.90322581,58.62068966,90.98360656,62.23776224,95.7957958,96.17021277,"[[103, 1, 0, 7, 7, 4, 0, 0], [6, 303, 0, 1, 0, 0, 2, 0], [1, 0, 113, 11, 15, 3, 6, 6], [33, 1, 3, 170, 17, 53, 13, 0], [4, 0, 2, 5, 111, 0, 0, 0], [6, 0, 1, 47, 0, 89, 0, 0], [2, 4, 0, 6, 1, 1, 319, 0], [0, 0, 9, 0, 0, 0, 0, 226]]"
